Time	ET
2011-10-22 00:00:00	0.99014
2011-10-23 00:00:00	1.06471
2011-10-24 00:00:00	1.061
2011-10-25 00:00:00	0.977946
2011-10-26 00:00:00	0.830496
2011-10-27 00:00:00	0.862863
2011-10-28 00:00:00	0.818908
2011-10-29 00:00:00	0.93264
2011-10-30 00:00:00	0.933448
2011-10-31 00:00:00	0.945651
2011-11-01 00:00:00	0.749657
2011-11-02 00:00:00	0.784975
2011-11-03 00:00:00	0.8647
2011-11-04 00:00:00	0.728358
2011-11-05 00:00:00	0.521702
2011-11-06 00:00:00	0.547989
2011-11-07 00:00:00	0.64793
2011-11-08 00:00:00	0.621208
2011-11-09 00:00:00	0.65117
2011-11-10 00:00:00	0.695049
2011-11-11 00:00:00	0.532527
2011-11-12 00:00:00	0.577027
2011-11-13 00:00:00	0.568565
2011-11-14 00:00:00	0.519943
2011-11-15 00:00:00	0.55336
2011-11-16 00:00:00	0.485929
2011-11-17 00:00:00	0.546877
2011-11-18 00:00:00	0.411957
2011-11-19 00:00:00	0.521964
2011-11-20 00:00:00	0.541798
2011-11-21 00:00:00	0.527491
2011-11-22 00:00:00	0.453253
2011-11-23 00:00:00	0.507391
2011-11-24 00:00:00	0.51282
2011-11-25 00:00:00	0.405848
2011-11-26 00:00:00	0.479848
2011-11-27 00:00:00	0.426592
2011-11-28 00:00:00	0.421635
2011-11-29 00:00:00	0.412062
2011-11-30 00:00:00	0.398405
2011-12-01 00:00:00	0.319489
2011-12-02 00:00:00	0.321064
2011-12-03 00:00:00	0.350652
2011-12-04 00:00:00	0.284102
2011-12-05 00:00:00	0.26723
2011-12-06 00:00:00	0.286994
2011-12-07 00:00:00	0.288525
2011-12-08 00:00:00	0.324081
2011-12-09 00:00:00	0.278128
2011-12-10 00:00:00	0.273593
2011-12-11 00:00:00	0.318626
2011-12-12 00:00:00	0.302684
2011-12-13 00:00:00	0.295874
2011-12-14 00:00:00	0.293353
2011-12-15 00:00:00	0.241185
2011-12-16 00:00:00	0.226084
2011-12-17 00:00:00	0.220601
2011-12-18 00:00:00	0.238801
2011-12-19 00:00:00	0.282155
2011-12-20 00:00:00	0.27414
2011-12-21 00:00:00	0.322916
2011-12-22 00:00:00	0.307128
2011-12-23 00:00:00	0.295607
2011-12-24 00:00:00	0.311537
2011-12-25 00:00:00	0.390488
2011-12-26 00:00:00	0.399269
2011-12-27 00:00:00	0.339381
2011-12-28 00:00:00	0.329814
2011-12-29 00:00:00	0.288048
2011-12-30 00:00:00	0.282101
2011-12-31 00:00:00	0.38091
2012-01-01 00:00:00	0.340448
2012-01-02 00:00:00	0.282205
2012-01-03 00:00:00	0.307184
2012-01-04 00:00:00	0.330586
2012-01-05 00:00:00	0.315354
2012-01-06 00:00:00	0.319035
2012-01-07 00:00:00	0.331274
2012-01-08 00:00:00	0.391195
2012-01-09 00:00:00	0.38306
2012-01-10 00:00:00	0.394252
2012-01-11 00:00:00	0.41364
2012-01-12 00:00:00	0.379622
2012-01-13 00:00:00	0.281799
2012-01-14 00:00:00	0.296728
2012-01-15 00:00:00	0.252108
2012-01-16 00:00:00	0.251046
2012-01-17 00:00:00	0.377909
2012-01-18 00:00:00	0.449223
2012-01-19 00:00:00	0.391297
2012-01-20 00:00:00	0.402305
2012-01-21 00:00:00	0.458239
2012-01-22 00:00:00	0.451654
2012-01-23 00:00:00	0.404774
2012-01-24 00:00:00	0.424841
2012-01-25 00:00:00	0.539575
2012-01-26 00:00:00	0.424063
2012-01-27 00:00:00	0.408432
2012-01-28 00:00:00	0.349428
2012-01-29 00:00:00	0.4273
2012-01-30 00:00:00	0.448337
2012-01-31 00:00:00	0.382894
2012-02-01 00:00:00	0.414962
2012-02-02 00:00:00	0.341977
2012-02-03 00:00:00	0.443165
2012-02-04 00:00:00	0.484847
2012-02-05 00:00:00	0.501965
2012-02-06 00:00:00	0.522347
2012-02-07 00:00:00	0.445075
2012-02-08 00:00:00	0.510579
2012-02-09 00:00:00	0.568564
2012-02-10 00:00:00	0.489973
2012-02-11 00:00:00	0.619757
2012-02-12 00:00:00	0.682079
2012-02-13 00:00:00	0.692935
2012-02-14 00:00:00	0.707876
2012-02-15 00:00:00	0.790209
2012-02-16 00:00:00	0.823335
2012-02-17 00:00:00	0.852609
2012-02-18 00:00:00	0.730208
2012-02-19 00:00:00	0.67597
2012-02-20 00:00:00	0.842093
2012-02-21 00:00:00	0.94147
2012-02-22 00:00:00	1.05216
2012-02-23 00:00:00	1.09154
2012-02-24 00:00:00	1.0097
2012-02-25 00:00:00	0.944267
2012-02-26 00:00:00	0.799709
2012-02-27 00:00:00	1.14303
2012-02-28 00:00:00	1.19638
2012-02-29 00:00:00	1.04777
2012-03-01 00:00:00	1.17331
2012-03-02 00:00:00	1.09259
2012-03-03 00:00:00	1.06645
2012-03-04 00:00:00	0.905984
2012-03-05 00:00:00	0.884418
2012-03-06 00:00:00	0.969789
2012-03-07 00:00:00	1.08626
2012-03-08 00:00:00	1.18816
2012-03-09 00:00:00	1.39399
2012-03-10 00:00:00	1.12668
2012-03-11 00:00:00	1.29311
2012-03-12 00:00:00	1.27303
2012-03-13 00:00:00	1.23963
2012-03-14 00:00:00	1.34572
2012-03-15 00:00:00	1.33432
2012-03-16 00:00:00	1.47349
2012-03-17 00:00:00	1.37558
2012-03-18 00:00:00	1.30766
2012-03-19 00:00:00	1.42792
2012-03-20 00:00:00	1.66962
2012-03-21 00:00:00	1.55405
2012-03-22 00:00:00	2.46037
2012-03-23 00:00:00	1.91457
2012-03-24 00:00:00	2.10765
2012-03-25 00:00:00	3.47432
2012-03-26 00:00:00	3.48586
2012-03-27 00:00:00	3.51534
2012-03-28 00:00:00	3.40302
2012-03-29 00:00:00	1.86213
2012-03-30 00:00:00	1.83739
2012-03-31 00:00:00	1.54656
2012-04-01 00:00:00	2.14648
2012-04-02 00:00:00	1.82232
2012-04-03 00:00:00	1.48272
2012-04-04 00:00:00	1.49625
2012-04-05 00:00:00	2.03825
2012-04-06 00:00:00	1.98289
2012-04-07 00:00:00	1.97372
2012-04-08 00:00:00	2.09789
2012-04-09 00:00:00	1.98822
2012-04-10 00:00:00	1.79587
2012-04-11 00:00:00	1.87642
2012-04-12 00:00:00	1.88521
2012-04-13 00:00:00	1.70366
2012-04-14 00:00:00	1.68402
2012-04-15 00:00:00	1.73923
2012-04-16 00:00:00	1.87723
2012-04-17 00:00:00	2.03943
2012-04-18 00:00:00	1.97799
2012-04-19 00:00:00	2.18759
2012-04-20 00:00:00	2.24843
2012-04-21 00:00:00	2.18769
2012-04-22 00:00:00	2.15294
2012-04-23 00:00:00	2.2132
2012-04-24 00:00:00	2.26005
2012-04-25 00:00:00	2.29572
2012-04-26 00:00:00	2.23883
2012-04-27 00:00:00	2.07497
2012-04-28 00:00:00	2.0465
2012-04-29 00:00:00	1.96743
2012-04-30 00:00:00	2.45081
2012-05-01 00:00:00	2.54336
2012-05-02 00:00:00	2.44485
2012-05-03 00:00:00	2.68208
2012-05-04 00:00:00	2.30775
2012-05-05 00:00:00	2.3256
2012-05-06 00:00:00	2.13797
2012-05-07 00:00:00	2.45437
2012-05-08 00:00:00	2.47525
2012-05-09 00:00:00	2.57996
2012-05-10 00:00:00	2.33255
2012-05-11 00:00:00	2.45116
2012-05-12 00:00:00	2.95783
2012-05-13 00:00:00	2.7973
2012-05-14 00:00:00	2.6765
2012-05-15 00:00:00	2.45475
2012-05-16 00:00:00	2.4573
2012-05-17 00:00:00	2.81455
2012-05-18 00:00:00	2.55432
2012-05-19 00:00:00	2.45187
2012-05-20 00:00:00	3.86955
2012-05-21 00:00:00	3.48914
2012-05-22 00:00:00	3.58262
2012-05-23 00:00:00	3.40609
2012-05-24 00:00:00	3.99532
2012-05-25 00:00:00	3.98199
2012-05-26 00:00:00	4.34496
2012-05-27 00:00:00	5.33627
2012-05-28 00:00:00	4.62912
2012-05-29 00:00:00	3.39762
2012-05-30 00:00:00	3.49065
2012-05-31 00:00:00	3.42218
2012-06-01 00:00:00	3.30414
2012-06-02 00:00:00	3.12095
2012-06-03 00:00:00	2.85956
2012-06-04 00:00:00	3.84473
2012-06-05 00:00:00	3.74699
2012-06-06 00:00:00	3.55692
2012-06-07 00:00:00	3.36731
2012-06-08 00:00:00	3.36172
2012-06-09 00:00:00	3.63385
2012-06-10 00:00:00	3.59209
2012-06-11 00:00:00	3.34227
2012-06-12 00:00:00	3.2335
2012-06-13 00:00:00	3.27629
2012-06-14 00:00:00	3.31408
2012-06-15 00:00:00	3.06114
2012-06-16 00:00:00	3.42238
2012-06-17 00:00:00	3.16125
2012-06-18 00:00:00	4.31196
2012-06-19 00:00:00	3.57217
2012-06-20 00:00:00	5.14013
2012-06-21 00:00:00	3.59161
2012-06-22 00:00:00	3.66945
2012-06-23 00:00:00	3.63722
2012-06-24 00:00:00	3.66652
2012-06-25 00:00:00	3.54391
2012-06-26 00:00:00	4.31756
2012-06-27 00:00:00	3.90907
2012-06-28 00:00:00	3.93937
2012-06-29 00:00:00	3.73698
2012-06-30 00:00:00	3.57065
2012-07-01 00:00:00	3.61823
2012-07-02 00:00:00	3.70784
2012-07-03 00:00:00	3.99045
2012-07-04 00:00:00	4.01034
2012-07-05 00:00:00	4.02447
2012-07-06 00:00:00	3.4363
2012-07-07 00:00:00	3.38994
2012-07-08 00:00:00	3.6398
2012-07-09 00:00:00	3.55295
2012-07-10 00:00:00	3.43933
2012-07-11 00:00:00	3.25783
2012-07-12 00:00:00	3.44647
2012-07-13 00:00:00	3.41988
2012-07-14 00:00:00	3.24953
2012-07-15 00:00:00	3.28746
2012-07-16 00:00:00	3.33547
2012-07-17 00:00:00	3.44491
2012-07-18 00:00:00	3.50515
2012-07-19 00:00:00	3.34935
2012-07-20 00:00:00	3.39514
2012-07-21 00:00:00	3.52568
2012-07-22 00:00:00	3.76
2012-07-23 00:00:00	3.7026
2012-07-24 00:00:00	3.67767
2012-07-25 00:00:00	3.96586
2012-07-26 00:00:00	3.35381
2012-07-27 00:00:00	3.16183
2012-07-28 00:00:00	3.31362
2012-07-29 00:00:00	3.24814
2012-07-30 00:00:00	3.10672
2012-07-31 00:00:00	3.70534
2012-08-01 00:00:00	3.62926
2012-08-02 00:00:00	3.36235
2012-08-03 00:00:00	3.61087
2012-08-04 00:00:00	3.26071
2012-08-05 00:00:00	3.36685
2012-08-06 00:00:00	3.19813
2012-08-07 00:00:00	3.15445
2012-08-08 00:00:00	3.59034
2012-08-09 00:00:00	4.04903
2012-08-10 00:00:00	4.49868
2012-08-11 00:00:00	3.29117
2012-08-12 00:00:00	3.26426
2012-08-13 00:00:00	3.48762
2012-08-14 00:00:00	3.33717
2012-08-15 00:00:00	3.55589
2012-08-16 00:00:00	3.19075
2012-08-17 00:00:00	3.28985
2012-08-18 00:00:00	3.2295
2012-08-19 00:00:00	2.9603
2012-08-20 00:00:00	2.94576
2012-08-21 00:00:00	3.00109
2012-08-22 00:00:00	2.9237
2012-08-23 00:00:00	2.89478
2012-08-24 00:00:00	2.82701
2012-08-25 00:00:00	2.76413
2012-08-26 00:00:00	2.5987
2012-08-27 00:00:00	2.77337
2012-08-28 00:00:00	2.71914
2012-08-29 00:00:00	2.4771
2012-08-30 00:00:00	2.22518
2012-08-31 00:00:00	2.4533
2012-09-01 00:00:00	2.73242
2012-09-02 00:00:00	2.65015
2012-09-03 00:00:00	2.63055
2012-09-04 00:00:00	2.46465
2012-09-05 00:00:00	2.30779
2012-09-06 00:00:00	2.41237
2012-09-07 00:00:00	2.5734
2012-09-08 00:00:00	2.48445
2012-09-09 00:00:00	2.61971
2012-09-10 00:00:00	2.17886
2012-09-11 00:00:00	1.87217
2012-09-12 00:00:00	1.93187
2012-09-13 00:00:00	2.01504
2012-09-14 00:00:00	2.1243
2012-09-15 00:00:00	2.07545
2012-09-16 00:00:00	1.98192
2012-09-17 00:00:00	1.78917
2012-09-18 00:00:00	1.68264
2012-09-19 00:00:00	1.61747
2012-09-20 00:00:00	1.67203
2012-09-21 00:00:00	1.50209
2012-09-22 00:00:00	1.75119
2012-09-23 00:00:00	1.57137
2012-09-24 00:00:00	1.52342
2012-09-25 00:00:00	1.66616
2012-09-26 00:00:00	1.67512
2012-09-27 00:00:00	1.62296
2012-09-28 00:00:00	1.58662
2012-09-29 00:00:00	1.57167
2012-09-30 00:00:00	1.6599
2012-10-01 00:00:00	1.55954
2012-10-02 00:00:00	1.44085
2012-10-03 00:00:00	1.26049
2012-10-04 00:00:00	1.22629
2012-10-05 00:00:00	1.22995
2012-10-06 00:00:00	1.28881
2012-10-07 00:00:00	1.38704
2012-10-08 00:00:00	1.30147
2012-10-09 00:00:00	1.14862
2012-10-10 00:00:00	1.36401
2012-10-11 00:00:00	1.2616
2012-10-12 00:00:00	1.0908
2012-10-13 00:00:00	1.10015
2012-10-14 00:00:00	1.04976
2012-10-15 00:00:00	0.845148
2012-10-16 00:00:00	0.893138
2012-10-17 00:00:00	0.884503
2012-10-18 00:00:00	0.916815
2012-10-19 00:00:00	1.05219
2012-10-20 00:00:00	0.936418
2012-10-21 00:00:00	1.1989
2012-10-22 00:00:00	0.797289
2012-10-23 00:00:00	0.897174
2012-10-24 00:00:00	0.835487
2012-10-25 00:00:00	0.801071
2012-10-26 00:00:00	0.672342
2012-10-27 00:00:00	0.671583
2012-10-28 00:00:00	0.832537
2012-10-29 00:00:00	0.682657
2012-10-30 00:00:00	0.726634
2012-10-31 00:00:00	0.717027
2012-11-01 00:00:00	0.588289
2012-11-02 00:00:00	0.608194
2012-11-03 00:00:00	0.51941
2012-11-04 00:00:00	0.521833
2012-11-05 00:00:00	0.519542
2012-11-06 00:00:00	0.648476
2012-11-07 00:00:00	0.608505
2012-11-08 00:00:00	0.636266
2012-11-09 00:00:00	0.632299
2012-11-10 00:00:00	0.523229
2012-11-11 00:00:00	0.484345
2012-11-12 00:00:00	0.638734
2012-11-13 00:00:00	0.649706
2012-11-14 00:00:00	0.595361
2012-11-15 00:00:00	0.538309
2012-11-16 00:00:00	0.527179
2012-11-17 00:00:00	0.474317
2012-11-18 00:00:00	0.441188
2012-11-19 00:00:00	0.515596
2012-11-20 00:00:00	0.549977
2012-11-21 00:00:00	0.450045
2012-11-22 00:00:00	0.475728
2012-11-23 00:00:00	0.433881
2012-11-24 00:00:00	0.33572
2012-11-25 00:00:00	0.389698
2012-11-26 00:00:00	0.263869
2012-11-27 00:00:00	0.42589
2012-11-28 00:00:00	0.420979
2012-11-29 00:00:00	0.411458
2012-11-30 00:00:00	0.299467
2012-12-01 00:00:00	0.228999
2012-12-02 00:00:00	0.199287
2012-12-03 00:00:00	0.327577
2012-12-04 00:00:00	0.254296
2012-12-05 00:00:00	0.203763
2012-12-06 00:00:00	0.25714
2012-12-07 00:00:00	0.28078
2012-12-08 00:00:00	0.323851
2012-12-09 00:00:00	0.319012
2012-12-10 00:00:00	0.240115
2012-12-11 00:00:00	0.178229
2012-12-12 00:00:00	0.230365
2012-12-13 00:00:00	0.245277
2012-12-14 00:00:00	0.280461
2012-12-15 00:00:00	0.319306
2012-12-16 00:00:00	0.312366
2012-12-17 00:00:00	0.292658
2012-12-18 00:00:00	0.302222
2012-12-19 00:00:00	0.233741
2012-12-20 00:00:00	0.224335
2012-12-21 00:00:00	0.186499
2012-12-22 00:00:00	0.321055
2012-12-23 00:00:00	0.346321
2012-12-24 00:00:00	0.31616
2012-12-25 00:00:00	0.28945
2012-12-26 00:00:00	0.293948
2012-12-27 00:00:00	0.241963
2012-12-28 00:00:00	0.340943
2012-12-29 00:00:00	0.325566
2012-12-30 00:00:00	0.296923
2012-12-31 00:00:00	0.360244
2013-01-01 00:00:00	0.340448
2013-01-02 00:00:00	0.282212
2013-01-03 00:00:00	0.307202
2013-01-04 00:00:00	0.330616
2013-01-05 00:00:00	0.315395
2013-01-06 00:00:00	0.319089
2013-01-07 00:00:00	0.331345
2013-01-08 00:00:00	0.391297
2013-01-09 00:00:00	0.38318
2013-01-10 00:00:00	0.394396
2013-01-11 00:00:00	0.413815
2013-01-12 00:00:00	0.379804
2013-01-13 00:00:00	0.281952
2013-01-14 00:00:00	0.296907
2013-01-15 00:00:00	0.252276
2013-01-16 00:00:00	0.25123
2013-01-17 00:00:00	0.378211
2013-01-18 00:00:00	0.449612
2013-01-19 00:00:00	0.391663
2013-01-20 00:00:00	0.402708
2013-01-21 00:00:00	0.458731
2013-01-22 00:00:00	0.452171
2013-01-23 00:00:00	0.405265
2013-01-24 00:00:00	0.425386
2013-01-25 00:00:00	0.540305
2013-01-26 00:00:00	0.424667
2013-01-27 00:00:00	0.409042
2013-01-28 00:00:00	0.349974
2013-01-29 00:00:00	0.497699
2013-01-30 00:00:00	0.50853
2013-01-31 00:00:00	0.535421
2013-02-01 00:00:00	0.529004
2013-02-02 00:00:00	0.479585
2013-02-03 00:00:00	0.587052
2013-02-04 00:00:00	0.518693
2013-02-05 00:00:00	0.519955
2013-02-06 00:00:00	0.549355
2013-02-07 00:00:00	0.523719
2013-02-08 00:00:00	0.586794
2013-02-09 00:00:00	0.583488
2013-02-10 00:00:00	0.535595
2013-02-11 00:00:00	0.596316
2013-02-12 00:00:00	0.4977
2013-02-13 00:00:00	0.60626
2013-02-14 00:00:00	0.753808
2013-02-15 00:00:00	0.714759
2013-02-16 00:00:00	0.704533
2013-02-17 00:00:00	0.745454
2013-02-18 00:00:00	0.706882
2013-02-19 00:00:00	0.74529
2013-02-20 00:00:00	0.777212
2013-02-21 00:00:00	0.688762
2013-02-22 00:00:00	0.625957
2013-02-23 00:00:00	0.735785
2013-02-24 00:00:00	0.753166
2013-02-25 00:00:00	0.758389
2013-02-26 00:00:00	0.787376
2013-02-27 00:00:00	1.18177
2013-02-28 00:00:00	1.12814
2013-03-01 00:00:00	0.855853
2013-03-02 00:00:00	1.1879
2013-03-03 00:00:00	1.06375
2013-03-04 00:00:00	0.94687
2013-03-05 00:00:00	0.941519
2013-03-06 00:00:00	0.9349
2013-03-07 00:00:00	1.10733
2013-03-08 00:00:00	0.787804
2013-03-09 00:00:00	0.858457
2013-03-10 00:00:00	0.923153
2013-03-11 00:00:00	0.687976
2013-03-12 00:00:00	1.14102
2013-03-13 00:00:00	0.937919
2013-03-14 00:00:00	0.969524
2013-03-15 00:00:00	1.13894
2013-03-16 00:00:00	1.05762
2013-03-17 00:00:00	1.15281
2013-03-18 00:00:00	1.16355
2013-03-19 00:00:00	0.983825
2013-03-20 00:00:00	1.11686
2013-03-21 00:00:00	1.02598
2013-03-22 00:00:00	0.857317
2013-03-23 00:00:00	0.735695
2013-03-24 00:00:00	0.980625
2013-03-25 00:00:00	1.03954
2013-03-26 00:00:00	1.17438
2013-03-27 00:00:00	1.21736
2013-03-28 00:00:00	1.27558
2013-03-29 00:00:00	1.32271
2013-03-30 00:00:00	1.17488
2013-03-31 00:00:00	1.13757
2013-04-01 00:00:00	1.35607
2013-04-02 00:00:00	1.33232
2013-04-03 00:00:00	1.41737
2013-04-04 00:00:00	1.52303
2013-04-05 00:00:00	1.40863
2013-04-06 00:00:00	1.81697
2013-04-07 00:00:00	1.5061
2013-04-08 00:00:00	1.64838
2013-04-09 00:00:00	1.602
2013-04-10 00:00:00	1.62023
2013-04-11 00:00:00	1.81644
2013-04-12 00:00:00	1.8872
2013-04-13 00:00:00	2.03597
2013-04-14 00:00:00	2.24435
2013-04-15 00:00:00	2.27587
2013-04-16 00:00:00	2.3209
2013-04-17 00:00:00	2.13808
2013-04-18 00:00:00	2.28158
2013-04-19 00:00:00	2.18211
2013-04-20 00:00:00	2.15001
2013-04-21 00:00:00	2.21696
2013-04-22 00:00:00	2.2408
2013-04-23 00:00:00	2.48837
2013-04-24 00:00:00	2.5215
2013-04-25 00:00:00	2.2252
2013-04-26 00:00:00	2.04539
2013-04-27 00:00:00	2.17428
2013-04-28 00:00:00	2.30444
2013-04-29 00:00:00	2.39992
2013-04-30 00:00:00	2.40211
2013-05-01 00:00:00	2.3088
2013-05-02 00:00:00	2.84168
2013-05-03 00:00:00	2.68267
2013-05-04 00:00:00	2.40392
2013-05-05 00:00:00	2.91722
2013-05-06 00:00:00	2.75331
